cam,subject,motion,matched,bone,mode,win_s,err_raw,err_cal,dev_prior
PG1,3,cross_legged_sitting,1,chest,imu5,4.1,-0.5067170662629022,-6.774561015012045,9.610055632676218
PG1,3,cross_legged_sitting,1,thighL,imu5,4.1,42.455056914031594,-30.652349274494135,32.57270322980666
PG1,3,cross_legged_sitting,1,thighR,imu5,4.1,-56.133196167678214,27.627624986535782,26.324478022048204
PG1,3,cross_legged_sitting,1,shinL,imu5,4.1,74.36055696160541,3.175632975600632,2.470320880976643
PG1,3,cross_legged_sitting,1,shinR,imu5,4.1,-84.1480978188166,-6.662521568290378,6.744019822621743
PG1,3,phone_talking,0,,,,,,
PG1,3,crossarms,1,hip,none,2.2,-0.39957557695824186,-0.4672401828795776,
PG1,3,crossarms,1,chest,none,2.2,2.127895741218515,-2.4706452589722936,
PG1,3,crossarms,1,hip,imu1,2.2,-0.39957557695824186,-0.21961005542401146,0.2936746107071138
PG1,3,crossarms,1,chest,imu1,2.2,2.127895741218515,-2.4706452589722936,0.765821201785908
PG1,3,crossarms,1,hip,imu3,2.2,-0.8700800369289448,-0.6901145153947144,3.3087702541396715
PG1,3,crossarms,1,chest,imu3,2.2,2.127895741218515,-2.4706452589722936,0.6666940210375275
PG1,3,crossarms,1,hip,imu5,2.2,-0.39957557695824186,-0.4672401828795776,0.8457261302658701
PG1,3,crossarms,1,chest,imu5,2.2,2.127895741218515,-2.4706452589722936,4.178215551769251
PG1,4,sitting_down,1,hip,none,3.6,-0.6523991036896247,-19.595250987722096,
PG1,4,sitting_down,1,chest,none,3.6,-0.14297364684970146,-26.446336383922922,
PG1,4,sitting_down,1,thighL,none,3.6,126.53907690668142,126.53907690668142,
PG1,4,sitting_down,1,thighR,none,3.6,-142.54844114553865,-47.98305301277614,
PG1,4,sitting_down,1,shinL,none,3.6,130.25993625027493,130.25993625027493,
PG1,4,sitting_down,1,shinR,none,3.6,-149.18939148134055,-55.2938869838499,
PG1,4,sitting_down,1,hip,imu1,3.6,-0.6523991036896247,-19.595250987722096,19.598633912489017
PG1,4,sitting_down,1,chest,imu1,3.6,-0.14297364684970146,-26.446336383922922,26.561470401583946
